keyword,title,labels,url
a11y,"Meaningful name is not provided for ""code editor"" in the monaco editor: A11y_MonacoEditor_Name Role Value","bug, accessibility",https://github.com/microsoft/monaco-editor/issues/4898
a11y,A11Y: Panel with the ability to expand and collapse,"bug, accessibility",https://github.com/surveyjs/survey-library/issues/9848
a11y,feat[dev]: ✨ Add Motion Design for sd-notification,"🔧 code, Subtask",https://github.com/solid-design-system/solid/issues/2190
a11y,feat[dev]: ✨ Add Motion Design for sd-drawer,"🔧 code, Subtask",https://github.com/solid-design-system/solid/issues/2189
a11y,feat[dev]: ✨ Add Motion Design for sd-dialog,"🔧 code, Subtask",https://github.com/solid-design-system/solid/issues/2188
a11y,A11Y: Matrixdropdown cellType is radiogroup,"bug, accessibility",https://github.com/surveyjs/survey-library/issues/9847
a11y,React useCallback hook Dependencies `useExhaustiveDependencies` - getting incorrect linting,"A-Linter, L-JavaScript, S-Bug-confirmed, D-React",https://github.com/biomejs/biome/issues/5914
a11y,[web] [a11y] Focus in VoiceOver jumps back to first form control when navigating via context menu,"c: regression, a: accessibility, platform-web, has reproducible steps, P2, team-web, triaged-web, found in release: 3.29, found in release: 3.32",https://github.com/flutter/flutter/issues/168458
a11y,Select accessibility issue for colorblind people,"💄 Design, Theme, 6.x",https://github.com/ant-design/ant-design/issues/53749
a11y,Testen van de volledige site op kwaliteit en toegankelijkheid,"wontfix, chore, front-end",https://github.com/Remy2072/i-love-web/issues/10
a11y,[Bug]: Storybook 9 - Storybook create doesn't configure addon a11y for vitest,"bug, cli, needs triage, internal-qa",https://github.com/storybookjs/storybook/issues/31402
a11y,A11Y: Elements must meet minimum color contrast ratio thresholds,"bug, accessibility",https://github.com/surveyjs/survey-library/issues/9843
a11y,SCreen reader a11y: schema comparison grid keyboard accessibility not ideal,"Triage: Needed, Area - Schema Compare",https://github.com/microsoft/vscode-mssql/issues/19365
a11y,How to enable the multimodal input as shown in the paper?,,https://github.com/shulin16/MMInA/issues/4
a11y,[SF]MessageView: [A11y AXE Error]Ensure every ARIA dialog and alertdialog node has an accessible name,documentation,https://github.com/SAP/ui5-webcomponents-react/issues/7306
a11y,firefox: garbage chars for entire GUI + web pages,needinfo,https://github.com/netblue30/firejail/issues/6743
a11y,"We should probably stop AI models from returning h1s, bad for a11y",,https://github.com/nicholasgriffintn/ai-platform/issues/413
a11y,"Accessible prompter: default selections not always printed, not clear, or sometimes not readable by speech synthesis","bug, p2, accessibility",https://github.com/cli/cli/issues/10936
a11y,Language Selection Button Missing Basic Accessibility Properties,,https://github.com/marvieqa11y/mobile-a11y-spotcheck/issues/2
a11y,[a11y-defect-2] Keyboard: First party evidence request views must set focus on H1 instead of breadcrumbs,"frontend, accessibility, benefits-management-tools, bmt-team-2",https://github.com/department-of-veterans-affairs/va.gov-team/issues/109475
a11y,Add tips attribute/array,,https://github.com/ScanGov/data/issues/14
a11y,EPUB A11y Display Guidelines Conformance certification_date Definition Inconsistency Between Sections 3.2.1 and 3.2.2,a11y-display-techniques-epub,https://github.com/w3c/publ-a11y/issues/715
a11y,[A11y] Use Landmark roles and/or sectioning HTML elements for easy page navigation,"enhancement, a11y",https://github.com/samvera-labs/ramp/issues/814
a11y,Dependency Dashboard,dependencies,https://github.com/adobe/spectrum-css/issues/3698
a11y,Evaluator relationship,Spec-Accessibility,https://github.com/w3c/epub-specs/issues/2721
a11y,"[a11y | Select]: ""Select"" header is not announced on mobile view","bug, TOPIC RD",https://github.com/SAP/ui5-webcomponents/issues/11495
a11y,Blank EPIC template for copying,Epic,https://github.com/IBMa/equal-access/issues/2272
a11y,[Bug]: Test addon - Broken links,"bug, addon: vitest, internal-qa",https://github.com/storybookjs/storybook/issues/31441
a11y,"[Epic] Ensure the game is user-friendly, accessible, and visually appealing",Epic,https://github.com/mymoneyway/mymoneyway/issues/33
a11y,Feature: Add a11y to each page,medium prio,https://github.com/Skjesper/GoldenBeetlebug/issues/78
a11y,💅 Function parameters with spread operator are not correctly checked by `noUnusedFunctionParameters`,"good first issue, S-Help-wanted, A-Linter, L-JavaScript, S-Bug-confirmed",https://github.com/biomejs/biome/issues/5941
a11y,"[Bug]: Accessibility issues in ArgsTable: missing labels, incorrect ARIA use, and non-semantic interactive elements","bug, accessibility",https://github.com/storybookjs/storybook/issues/31436
a11y,"Smooth, stable loading Collab Cycle ticket draft","bmt-team-1, benefits-management-tools, bmt-2025",https://github.com/department-of-veterans-affairs/va.gov-team/issues/109421
a11y,💅 False positive on `useIterableCallbackReturn` for async/generator callback (2.0.0-beta.2),"A-Linter, L-JavaScript, S-Bug-confirmed",https://github.com/biomejs/biome/issues/5939
a11y,User Story: Overzicht van HU-gebouwen,"Sprint 1, Frontend, Backend, Styling, Database",https://github.com/viktorklijn/room-reservationsystem/issues/9
a11y,User Story: Inloggen met HU-credentials,"Sprint 1, Frontend, Backend, Styling, Authentication, High Priority",https://github.com/viktorklijn/room-reservationsystem/issues/8
a11y,[a11y]: [Windows High Contrast Mode]: [Skeleton] The Skeleton is barely or not visible in High Contrast Mode,"type: bug 🐛, severity: 2, type: a11y ♿, role: dev 🤖, package: @carbon/react, platform: windows, component: skeleton, a11y: high contrast mode",https://github.com/carbon-design-system/carbon/issues/19354
a11y,No such file or directory\r\nPerforming Streamed Install\r\n'] in Windows 11,,https://github.com/google-research/android_world/issues/283
a11y,Jump to failing test goes to wrong location,solution suggested,https://github.com/wallabyjs/public/issues/3499
a11y,09 May 2025 - A11y Theme Builder Meeting Minutes,meeting,https://github.com/finos/a11y-theme-builder/issues/1093
a11y,"Startup errors in headless environment: GLX test failure, missing dbus-launch, and defaultsConfig undefined in SearchEngineSelector",bug,https://github.com/daijro/camoufox/issues/296
a11y,Add an accessibility self-review to TAG design reviews.,"tracker, pending",https://github.com/w3c/a11y-review/issues/229
a11y,Conformance to EAA,Future Discussion Needed,https://github.com/w3c/a11y-discov-vocab/issues/197
a11y,"[Bug]: A11Y | ""Meine Reise"" Kachel - Überschrifte werden in mehreren Stücken ausgegeben",prio4: low,https://github.com/sbb-design-systems/lyne-components/issues/3684
a11y,Implement Plugin possibility for a A11y checker,est:muscle-workout,https://github.com/data2type/xmlgraphics-fop/issues/16
a11y,Remove render step in interactions panel,,https://github.com/storybookjs/storybook/issues/31429
a11y,[a11y][Input]: Voice over cannot read error message unless focus on the field,bug,https://github.com/SAP/ui5-webcomponents/issues/11493
a11y,pSortableColumn on th causes a11y errors because applying role,"Type: Bug, Component: Accessibility",https://github.com/primefaces/primeng/issues/18280
a11y,Project Initalizaiton,,https://github.com/JobPilotTracker/JobsApplicationTracker/issues/8
a11y,Github Badge,,https://github.com/Neofonie/pingpong/issues/3
a11y,Investigate possible unused strings in .strings en-US files,Bug 🐞,https://github.com/mozilla-mobile/firefox-ios/issues/26661
a11y,[Bug] report export button is not read out loud by screen readers,"Potential Bug, triaged",https://github.com/matomo-org/matomo/issues/23285
a11y,[STYLE] font CSS 변수 단위 변경 (px -> rem),🎨 UI,https://github.com/snorose/snorose-front-react/issues/961
a11y,Week 15,documentation,https://github.com/Hadil66/Semester-4/issues/60
a11y,我关注的项目这周更新了什么-2025-05-16,关注,https://github.com/anaer/blog/issues/119
a11y,[Component] FeaturedProductCarousel (Latest Product),"frontend, feature, ui, storefront",https://github.com/GoldenaArcher/mern-eccomerce-multi-vendor/issues/120
a11y,Exercise: Introduction to GitHub,,https://github.com/liuliuliu-a11y/skills-introduction-to-github/issues/1
a11y,Focus trap & Axe pass,,https://github.com/kenlacroix/MoodHavenJournal-Community/issues/13
ally,alchemist aghanim gift grants to bonus dmg,,https://github.com/ValveSoftware/Dota2-Gameplay/issues/25570
ally,'RNZohoSalesIQ-Swift.h' file not found,,https://github.com/zoho/SalesIQ-Mobilisten-ReactNative/issues/115
ally,PvP Mini Chess,Game,https://github.com/AEFeinstein/Super-2024-Swadge-FW/issues/440
ally,Response validation failed:  coolify.projects.list and projectsList:,,https://github.com/LukeHagar/Coolify-TypeScript-SDK/issues/2
ally,It would be very usefull if the F1 to F10 keys could be used to display different info on minimap,,https://github.com/AndrewTaro/TTaroMinimap/issues/6
ally,Steam Deck Compatibility with SimpleTDP Decky,,https://github.com/aarron-lee/SimpleDeckyTDP/issues/62
ally,[ FF7 ] Game Fails to detect the right save path when the documents path contains Unicode chars,"invalid, wontfix",https://github.com/julianxhokaxhiu/FFNx/issues/796
ally,Aircraft do not ReturnToBase after attacks,Bug,https://github.com/OpenRA/OpenRA/issues/21893
ally,Stomping Tantrum condtions for boost,"bug, category: battle-mechanic, status: unconfirmed",https://github.com/rh-hideout/pokeemerald-expansion/issues/6763
ally,Laser powers,gameplay,https://github.com/Solar-Harmony/bolete-hell/issues/19
ally,Review and rethink affixes,,https://github.com/Automattic/harper/issues/1216
ally,TRUST THE EXPERTS: DIGITAL RESOLUTION SERVICES HAS YOU COVERED.,,https://github.com/Jimmiemcgrady/TRUST-THE-EXPERTS-DIGITAL-RESOLUTION-SERVICES-HAS-YOU-COVERED./issues/1
ally,[BUG]: Vita3K not accepting controller input after entering hibernation mode on Windows,bug,https://github.com/Vita3K/Vita3K/issues/3587
ally,Implement Multiplayer Game Modes,,https://github.com/Tanner-Perham/ProjectRTS_v2/issues/54
ally,Implement Hero Leveling System,,https://github.com/Tanner-Perham/ProjectRTS_v2/issues/46
ally,Implement Four Hero Active Abilities,,https://github.com/Tanner-Perham/ProjectRTS_v2/issues/44
ally,"24.10.1: ramips/mt7621 IB: `Pseudo file ""dev"" exists in source filesystem [...]`","target/ramips, bug, Self Built Image, release/24.10",https://github.com/openwrt/openwrt/issues/18684
ally,[🔥]  firebase not initializing after migrating React Native from 0.71.13 to 0.78.2,"type: bug, Needs Attention",https://github.com/invertase/react-native-firebase/issues/8509
ally,Make allies spawn near each other in team games,enhancement,https://github.com/OpenHV/OpenHV/issues/1288
ally,Wiki: incorrect write-mode support for Po format,,https://github.com/lokalise/i18n-ally/issues/1303
ally,Error when running pod install.,,https://github.com/CocoaPods/Xcodeproj/issues/1015
ally,Google driver needs minimum scopes of either `email` or `profile`,,https://github.com/adonisjs/ally/issues/159
ally,GitHub driver will fail without `user` or `read:user user:email` scopes,,https://github.com/adonisjs/ally/issues/158
ally,AI (Enemy + Ally) Prototype,,https://github.com/vivid-skies/game-project/issues/19
ally,DB/misc: Some corrections in ruRU localization (Part 4),"Feedback-FixOutdatedMissingWIP, Comp-Database, Branch-3.3.5a",https://github.com/TrinityCore/TrinityCore/issues/30910
ally,Spring UserReport [105.1.1-2511-g747f18b] Externally launched spring crashed with code 0,,https://github.com/ZeroK-RTS/CrashReports/issues/139020
ally,Dolby driver not being seen,answered,https://github.com/seerge/g-helper/issues/4035
ally,Adding on the fly resolution change,question,https://github.com/seerge/g-helper/issues/4034
ally,[RegisterSoftware] Anthropic calls for tougher GPU export controls as Nvidia's CEO implores Trump to spread the AI love,"RegisterSoftware, Stale",https://github.com/SecOpsNews/news/issues/47679
